City_Name,State,Year,Population,Job_Postings,College_Count,Skill_Center_Count,Green_Cover_Percentage,Internet_Penetration_Rate,Startup_Count,Road_Connectivity_Score,Public_Transport_Availability,Affordability_Index,Opportunity_Access_Score
Ranchi,Jharkhand,2023,1733812,44283,99,13,12.9,46.13,649,54.38,9.99,68.8,24.19
Rohtak,Haryana,2021,1322613,8016,14,10,11.57,80.49,613,53.09,59.51,0.99,46.41
Moradabad,Uttar Pradesh,2021,901625,26853,65,20,32.75,54.7,464,52.13,97.6,12.56,1.69
Aizawl,Mizoram,2025,348552,30116,6,7,10.88,56.13,32,73.9,22.33,64.19,57.06
Cuttack,Odisha,2022,1859604,20963,77,7,53.96,77.16,159,89.86,78.32,78.04,45.8
Kolhapur,Maharashtra,2022,878883,45671,67,29,21.41,53.56,411,47.34,5.97,67.16,58.22
Muzaffarpur,Bihar,2020,1771798,11908,56,32,42.55,75.45,799,7.56,36.57,22.54,19.58
Puducherry,Puducherry,2020,1574585,48152,10,45,23.81,93.99,455,63.6,38.82,67.41,25.99
Port Blair,Andaman and Nicobar Islands,2023,1929989,32983,54,47,13.03,77.95,793,14.73,0.78,63.09,44.77
Udaipur,Rajasthan,2021,782405,44769,15,32,35.03,77.38,452,62.09,92.87,76.09,54.69
Imphal,Manipur,2024,537470,1757,3,30,53.2,66.47,492,5.0,84.36,98.12,79.31
Meerut,Uttar Pradesh,2023,1913995,42565,41,16,41.83,67.4,695,71.17,98.11,56.95,25.95
Nellore,Andhra Pradesh,2021,1385138,38870,55,38,41.12,93.96,259,82.94,73.21,35.5,69.83
Shillong,Meghalaya,2024,1217007,5366,8,13,52.71,82.52,995,24.73,64.06,66.66,16.27
Nanded,Maharashtra,2021,712181,41045,44,9,51.77,83.14,987,92.62,22.87,63.44,22.21
Muzaffarpur,Bihar,2021,251094,43463,48,27,22.69,53.52,348,48.09,66.24,11.85,28.89
Salem,Tamil Nadu,2021,490642,2176,32,25,48.05,60.44,979,9.07,3.26,5.77,44.44
Rajahmundry,Andhra Pradesh,2025,1988529,45740,93,20,38.69,62.86,960,24.04,19.16,91.82,10.18
Ujjain,Madhya Pradesh,2022,742762,9256,5,1,18.76,87.67,748,22.49,43.14,71.92,56.33
Kakinada,Andhra Pradesh,2022,815339,10521,19,45,27.65,89.18,326,84.58,40.09,76.31,82.32
Jabalpur,Madhya Pradesh,2021,487699,35948,93,8,19.31,58.24,614,3.28,63.6,36.44,29.52
Bhavnagar,Gujarat,2024,278048,15042,24,27,51.79,58.27,993,77.39,35.26,82.48,51.57
Port Blair,Andaman and Nicobar Islands,2024,1155991,23155,23,45,11.88,47.03,829,53.2,59.04,6.13,36.22
Ujjain,Madhya Pradesh,2025,1495796,11580,84,3,54.14,42.85,963,96.68,22.43,66.3,74.19
Madurai,Tamil Nadu,2024,1242102,35517,25,48,50.84,49.99,381,33.7,99.95,40.58,22.05
Kolhapur,Maharashtra,2024,1413428,18375,16,31,47.69,41.14,161,78.06,58.38,95.22,4.24
Dehradun,Uttarakhand,2023,843859,13422,25,21,38.0,82.94,190,50.89,36.93,93.29,82.75
Muzaffarpur,Bihar,2022,1368933,19456,23,39,52.52,58.95,417,80.71,19.52,34.53,33.56
Vijayawada,Andhra Pradesh,2020,403664,25675,47,45,57.35,67.29,962,48.25,50.67,38.72,90.66
Port Blair,Andaman and Nicobar Islands,2022,1959626,34675,35,40,49.88,73.88,673,43.77,23.5,70.49,81.71
Udaipur,Rajasthan,2020,990023,10578,65,5,45.92,87.45,524,96.15,71.44,95.25,22.67
Shillong,Meghalaya,2021,942840,3731,95,4,41.25,57.41,21,67.27,79.67,25.05,62.49
Vijayawada,Andhra Pradesh,2021,1435055,11254,83,18,22.38,48.95,992,54.89,28.76,30.68,35.3
Dehradun,Uttarakhand,2025,381696,10808,28,14,40.28,53.59,32,28.58,43.28,68.54,33.25
Visakhapatnam,Andhra Pradesh,2025,1757390,7846,68,33,42.09,76.93,590,11.62,78.1,78.53,60.11
Jabalpur,Madhya Pradesh,2024,351671,15166,74,41,59.02,43.71,668,97.71,10.31,54.78,97.9
Silchar,Assam,2024,1655537,44505,84,41,20.22,68.58,582,26.43,20.53,48.3,26.85
Nanded,Maharashtra,2021,1498949,4117,26,43,39.77,49.47,494,95.14,29.73,9.21,59.9
Jabalpur,Madhya Pradesh,2022,389134,16193,30,34,45.19,60.53,282,67.6,70.66,61.0,31.29
Moradabad,Uttar Pradesh,2022,151707,18689,29,4,57.34,45.82,265,61.23,21.31,93.91,0.67
Kolhapur,Maharashtra,2023,184381,41243,65,49,29.28,91.49,136,45.03,95.76,39.9,83.98
Puducherry,Puducherry,2025,1519920,37705,27,35,54.5,44.64,408,43.4,25.87,43.44,72.34
Rajahmundry,Andhra Pradesh,2022,523159,859,17,43,41.88,53.31,211,20.4,65.4,81.84,5.0
Aizawl,Mizoram,2020,319128,21869,69,43,22.38,43.44,60,42.48,21.53,59.71,59.48
Tirupati,Andhra Pradesh,2021,953329,26149,19,36,56.64,69.93,685,39.74,51.36,25.34,98.77
Hubli,Karnataka,2022,1108109,16873,81,9,20.31,83.98,294,26.89,36.84,89.53,66.65
Kakinada,Andhra Pradesh,2021,1665116,20025,60,38,31.38,64.34,251,14.44,78.4,41.94,50.01
Meerut,Uttar Pradesh,2021,1942360,13516,4,22,35.13,43.09,821,2.83,21.0,28.1,71.3
Rohtak,Haryana,2021,468760,1637,38,21,18.02,43.88,713,94.25,74.68,72.06,82.65
Guntur,Andhra Pradesh,2022,875107,12356,1,4,56.23,64.38,745,53.56,35.69,35.38,82.86
Nellore,Andhra Pradesh,2024,867286,46893,32,32,49.32,74.77,176,50.56,94.11,87.63,10.26
Warangal,Telangana,2025,737938,18978,39,22,36.08,83.7,86,83.79,85.88,74.84,43.92
Kolhapur,Maharashtra,2020,998332,27886,37,23,18.96,78.17,494,48.94,42.96,74.06,86.3
Saharanpur,Uttar Pradesh,2025,1687819,44049,94,22,37.07,58.99,637,16.57,89.09,24.15,35.43
Moradabad,Uttar Pradesh,2021,879976,46313,28,11,22.27,43.18,757,26.76,33.57,74.94,57.19
Shillong,Meghalaya,2024,894760,15534,33,33,37.05,78.3,174,75.36,20.37,32.76,54.67
Ranchi,Jharkhand,2021,825084,12207,77,48,40.28,46.45,924,43.91,98.04,51.23,11.43
Rajahmundry,Andhra Pradesh,2020,902242,5126,58,49,57.57,82.71,573,79.28,6.9,47.43,56.07
Shillong,Meghalaya,2021,1571867,9359,25,28,44.86,81.4,92,82.14,84.33,48.51,33.36
Silchar,Assam,2025,1422396,4434,19,2,30.23,66.64,138,7.57,38.78,80.35,90.18
Kohima,Nagaland,2021,439679,36487,22,6,29.47,69.8,291,84.79,54.56,98.17,45.05
Aligarh,Uttar Pradesh,2024,1675246,49683,64,29,37.95,57.66,850,7.0,72.92,60.84,70.66
Mysuru,Karnataka,2022,1565915,22387,75,31,45.44,40.46,234,83.14,84.23,37.32,63.2
Vellore,Tamil Nadu,2024,799895,13006,48,25,39.05,63.43,313,78.2,75.17,80.3,51.8
Dehradun,Uttarakhand,2022,1212548,24255,44,29,29.33,76.44,894,89.04,75.0,90.82,75.87
Vijayawada,Andhra Pradesh,2024,1492191,45913,36,42,38.94,74.78,937,30.69,41.5,71.28,38.62
Muzaffarpur,Bihar,2022,1449432,40172,59,2,31.24,89.93,299,74.58,55.79,58.47,13.37
Rajahmundry,Andhra Pradesh,2021,107485,31455,62,38,36.66,75.02,962,63.64,32.45,26.95,19.09
Imphal,Manipur,2024,1870394,27526,22,10,43.1,84.82,387,46.15,98.33,78.67,77.37
Jabalpur,Madhya Pradesh,2023,1034048,15899,8,1,33.2,54.52,892,87.92,24.34,55.73,3.9
Gangtok,Sikkim,2025,1276792,2103,59,40,46.81,64.0,76,82.54,84.49,24.9,57.67
Rohtak,Haryana,2022,1635251,9867,43,31,50.07,77.08,450,99.76,24.15,4.04,41.12
Port Blair,Andaman and Nicobar Islands,2022,569450,4594,54,11,10.68,44.41,500,23.2,1.44,76.44,62.37
Tumkur,Karnataka,2023,1662527,30926,58,35,56.92,62.81,124,58.69,58.1,99.07,75.67
Shillong,Meghalaya,2021,1670889,33340,43,25,21.44,72.83,919,37.91,37.15,61.85,63.31
Madurai,Tamil Nadu,2022,908596,35595,50,4,53.05,65.36,677,59.32,5.33,45.48,67.48
Durgapur,West Bengal,2022,1666996,25515,5,23,44.54,78.34,181,27.53,15.62,63.59,59.93
Bilaspur,Chhattisgarh,2023,1603637,9941,47,17,51.87,49.34,403,68.54,2.5,17.14,45.36
Muzaffarpur,Bihar,2025,759987,47269,3,28,34.42,62.1,972,58.45,83.38,64.26,7.86
Meerut,Uttar Pradesh,2023,1957447,11413,20,8,13.33,52.69,720,60.68,88.1,88.29,65.9
Jamnagar,Gujarat,2024,584282,1262,56,48,28.77,84.0,255,80.26,99.72,3.0,89.74
Aizawl,Mizoram,2020,811943,33998,95,30,16.4,59.11,308,97.53,81.7,85.25,93.8
Guntur,Andhra Pradesh,2025,1576106,48225,50,7,20.54,52.62,275,5.52,94.24,7.48,43.85
Jabalpur,Madhya Pradesh,2022,1992132,26616,40,8,31.99,55.31,359,20.73,63.06,21.97,2.05
Ujjain,Madhya Pradesh,2023,1557200,17420,96,36,20.53,84.5,222,77.68,7.65,98.67,27.14
Kolhapur,Maharashtra,2021,1013438,23926,11,28,40.86,48.58,191,58.07,50.55,14.41,62.4
Kohima,Nagaland,2023,277597,38230,17,1,32.98,56.86,824,71.52,28.19,36.38,19.07
Nellore,Andhra Pradesh,2021,1045522,45991,17,15,19.96,42.47,502,84.01,98.95,88.95,37.15
Salem,Tamil Nadu,2024,678641,49996,80,9,34.63,66.57,210,65.81,11.7,79.97,12.32
Panipat,Haryana,2023,657242,47448,96,40,19.82,92.33,228,51.01,73.62,51.29,86.96
Mysuru,Karnataka,2023,1887430,46151,25,13,43.08,47.77,421,85.47,16.53,85.43,49.08
Vellore,Tamil Nadu,2025,1540351,6855,72,6,28.73,83.88,386,89.4,33.75,72.95,57.32
Madurai,Tamil Nadu,2025,1132499,19800,41,31,20.91,88.07,486,58.89,75.17,62.35,60.03
Port Blair,Andaman and Nicobar Islands,2023,381075,27340,81,36,32.92,59.32,272,29.39,23.71,94.85,94.47
Hubli,Karnataka,2022,1619065,1134,59,13,33.4,65.65,472,70.25,61.53,76.04,51.29
Tirupati,Andhra Pradesh,2024,1843455,49649,93,46,51.38,49.39,980,76.29,4.55,64.66,22.67
Bilaspur,Chhattisgarh,2020,394067,36203,95,23,41.32,55.32,824,43.82,83.92,16.07,2.5
Vellore,Tamil Nadu,2020,398783,34574,12,33,48.67,90.32,903,28.1,17.35,37.98,80.14
Meerut,Uttar Pradesh,2022,737790,22800,97,32,37.82,87.11,423,92.91,38.73,6.62,1.92
Hubli,Karnataka,2020,470608,20706,11,24,11.51,92.88,62,4.15,63.71,59.73,65.34
Rohtak,Haryana,2023,1749782,12580,68,22,23.87,55.49,57,45.56,67.81,54.3,34.69
Imphal,Manipur,2022,1629017,30971,99,46,13.95,64.35,896,8.9,99.17,54.1,98.48
Nanded,Maharashtra,2021,1851939,20389,27,9,22.0,79.06,286,15.05,96.81,44.67,50.15
Nanded,Maharashtra,2025,262421,11241,73,26,42.38,55.02,210,90.44,81.74,75.7,5.56
Bilaspur,Chhattisgarh,2022,292971,12392,53,44,30.56,62.13,350,35.68,75.75,29.51,29.89
Kohima,Nagaland,2020,600981,26177,30,3,27.11,63.65,432,82.25,17.33,48.58,11.69
Bilaspur,Chhattisgarh,2021,690073,19309,52,15,31.69,49.04,888,39.01,35.51,4.52,21.79
Kozhikode,Kerala,2023,1656570,25105,21,28,53.65,68.77,191,89.84,39.95,32.68,1.08
Meerut,Uttar Pradesh,2024,972639,34820,53,37,15.94,93.93,860,22.63,89.57,78.35,69.97
Tirupati,Andhra Pradesh,2022,380539,39019,76,39,18.63,71.24,958,56.13,24.62,42.35,79.36
Panipat,Haryana,2021,450164,18103,34,31,12.64,78.06,438,21.83,98.94,57.44,13.79
Puducherry,Puducherry,2025,1313865,20884,79,17,13.82,89.27,207,36.26,80.57,32.82,20.91
Dehradun,Uttarakhand,2025,1751536,589,45,6,38.28,50.05,71,80.84,82.36,38.46,45.91
Bhavnagar,Gujarat,2023,768629,406,89,34,11.63,66.16,531,24.98,65.42,61.92,33.21
Amravati,Maharashtra,2025,491180,14719,44,15,40.64,91.62,418,7.68,35.47,55.07,40.32
Kohima,Nagaland,2023,1035783,46999,61,17,54.96,92.92,354,35.49,41.32,67.58,65.82
Kohima,Nagaland,2025,693731,33575,59,16,51.37,42.31,428,22.01,51.83,71.01,9.57
Hubli,Karnataka,2022,683838,14536,45,2,54.31,91.39,370,37.96,31.66,28.57,9.14
Rohtak,Haryana,2021,459281,38084,93,39,46.57,85.35,172,65.81,0.81,94.32,23.71
Itanagar,Arunachal Pradesh,2023,365308,27542,6,32,31.69,53.72,889,51.41,30.85,57.3,32.52
Vijayawada,Andhra Pradesh,2021,234794,4906,17,32,58.29,61.73,808,21.09,85.72,82.04,44.06
Ranchi,Jharkhand,2023,1888053,14191,11,13,59.52,41.42,315,19.11,45.97,43.1,30.45
Warangal,Telangana,2021,936690,16508,47,5,25.36,70.06,29,77.63,13.05,56.54,44.23
Ujjain,Madhya Pradesh,2025,578697,25592,58,30,15.01,40.91,333,15.96,33.56,7.68,23.5
Kakinada,Andhra Pradesh,2024,140149,21164,7,17,21.57,87.76,843,3.59,92.69,21.37,42.0
Durgapur,West Bengal,2022,1526420,8378,90,16,10.57,83.31,430,24.79,69.77,36.41,56.62
Visakhapatnam,Andhra Pradesh,2021,1546714,4686,72,7,16.6,68.23,574,5.06,42.61,83.24,80.56
Dehradun,Uttarakhand,2023,1864308,25095,69,26,14.77,64.75,860,62.65,28.73,27.97,33.2
Jamnagar,Gujarat,2024,222035,34172,37,29,26.72,61.7,941,55.28,21.63,20.86,29.64
Thanjavur,Tamil Nadu,2023,180152,4933,63,36,30.39,46.91,145,5.67,3.47,39.19,69.72
Aligarh,Uttar Pradesh,2022,1780189,18293,93,36,54.3,89.26,931,12.21,11.11,64.81,87.51
Bilaspur,Chhattisgarh,2020,1133224,17695,4,18,12.26,76.1,586,36.05,67.13,27.06,8.12
Puducherry,Puducherry,2020,1988873,46686,7,4,58.86,83.66,383,76.17,50.71,63.79,98.52
Tumkur,Karnataka,2021,1300314,1161,2,2,26.51,71.03,143,64.49,2.35,42.96,27.89
Meerut,Uttar Pradesh,2024,1044131,46489,50,12,12.01,88.95,347,19.5,65.21,78.09,79.15
Puducherry,Puducherry,2023,1403659,10770,26,11,58.96,77.06,492,13.51,15.18,88.96,94.39
Port Blair,Andaman and Nicobar Islands,2021,803803,15029,30,20,23.8,82.27,380,46.41,94.31,32.38,66.11
Puducherry,Puducherry,2024,248725,32463,22,20,45.07,46.24,335,34.13,47.85,92.89,33.2
Gwalior,Madhya Pradesh,2021,145256,25097,96,34,52.1,66.55,577,42.64,54.81,17.46,29.59
Tiruchirappalli,Tamil Nadu,2020,1917793,7452,15,12,39.6,49.12,870,50.03,6.94,8.99,60.09
Amravati,Maharashtra,2021,1284895,10553,76,22,17.16,79.31,419,72.68,78.48,99.44,60.55
Tumkur,Karnataka,2020,651852,28835,20,18,39.06,53.95,876,27.2,21.79,66.18,63.37
Amravati,Maharashtra,2025,1227109,43403,16,17,43.25,70.61,710,12.63,81.34,92.43,46.07
Itanagar,Arunachal Pradesh,2021,1779108,43116,27,23,46.45,82.89,846,89.12,1.36,32.27,55.44
Imphal,Manipur,2025,1396573,4054,32,40,54.72,85.3,644,51.45,8.51,54.89,38.0
Agartala,Tripura,2024,333979,19162,89,8,14.75,57.32,854,8.1,82.97,97.68,40.47
Rajahmundry,Andhra Pradesh,2022,980147,34754,65,47,25.92,66.9,851,68.22,31.52,13.32,63.24
Bhavnagar,Gujarat,2024,1678458,40299,76,20,45.03,81.44,771,42.59,99.47,9.25,78.03
Aligarh,Uttar Pradesh,2023,1856600,46165,92,47,40.86,86.75,210,22.6,55.11,52.36,28.23
Kozhikode,Kerala,2022,156396,33691,9,20,42.6,85.78,434,58.56,54.43,23.37,63.78
Salem,Tamil Nadu,2022,422341,19041,43,19,44.47,53.88,741,65.29,15.39,97.7,54.48
Aizawl,Mizoram,2022,188422,44348,68,25,45.02,82.37,651,35.86,91.13,2.09,31.58
Aligarh,Uttar Pradesh,2020,944156,20597,54,4,29.8,81.59,365,30.72,37.0,55.05,79.0
Gangtok,Sikkim,2023,706954,31086,57,26,50.79,65.67,864,50.59,16.19,65.81,99.77
Cuttack,Odisha,2025,1115197,35315,93,45,15.76,88.58,946,0.02,61.4,61.64,45.74
Rohtak,Haryana,2020,418953,36358,22,17,57.73,48.33,649,26.25,52.53,11.12,86.82
Udaipur,Rajasthan,2020,1940875,15284,60,34,11.9,74.1,501,5.86,55.24,59.52,87.19
Bhavnagar,Gujarat,2024,1624631,12242,36,43,38.29,89.94,657,17.21,87.88,55.84,86.99
Tiruchirappalli,Tamil Nadu,2023,710724,13840,39,48,25.96,65.85,488,82.84,8.02,47.68,63.01
Tirupati,Andhra Pradesh,2023,1244337,48217,53,7,43.92,57.77,857,97.09,17.72,72.21,4.03
Kolhapur,Maharashtra,2022,830212,12177,95,37,10.52,89.23,969,80.97,95.05,2.21,98.25
Kakinada,Andhra Pradesh,2023,1912214,26140,33,43,16.61,64.19,691,2.41,11.65,12.71,18.93
Durgapur,West Bengal,2023,854085,38308,58,33,51.77,50.83,522,82.63,58.8,35.31,79.98
Kolhapur,Maharashtra,2021,1168203,18565,42,25,32.27,40.8,762,95.79,54.11,60.51,22.05
Port Blair,Andaman and Nicobar Islands,2020,207449,37292,22,32,51.24,83.33,52,52.34,22.68,66.65,8.01
Thanjavur,Tamil Nadu,2022,1306126,5506,83,10,20.11,61.27,517,38.51,85.48,95.24,88.36
Hubli,Karnataka,2021,1419251,37038,4,21,11.29,70.43,15,56.6,87.8,55.79,95.98
Jamnagar,Gujarat,2025,415617,19880,22,24,36.24,64.82,265,94.6,84.22,29.66,7.72
Gwalior,Madhya Pradesh,2020,519515,34457,78,41,18.3,43.25,133,68.43,94.9,14.26,38.21
Amravati,Maharashtra,2023,520497,48442,60,28,42.09,62.59,110,41.37,65.3,57.96,2.22
Vellore,Tamil Nadu,2022,225849,41863,6,16,58.16,46.31,428,23.69,9.7,17.9,79.75
Visakhapatnam,Andhra Pradesh,2021,331414,32113,47,12,13.64,55.43,760,64.75,84.38,32.49,68.73
Amravati,Maharashtra,2025,1229004,9643,88,41,41.54,80.68,725,18.09,79.92,33.42,73.09
Solapur,Maharashtra,2023,1108314,17696,19,28,50.21,87.65,176,95.72,89.01,65.23,45.96
Rohtak,Haryana,2024,445430,41979,54,22,16.76,77.15,443,99.41,1.11,73.02,57.18
Rajahmundry,Andhra Pradesh,2024,1482296,10304,6,23,25.14,80.2,874,41.84,35.78,59.38,57.56
Udaipur,Rajasthan,2024,358360,31334,23,27,38.51,51.56,882,82.75,25.45,47.3,4.33
Salem,Tamil Nadu,2025,653608,4340,57,31,19.79,68.22,812,48.82,13.32,26.13,41.91
Dehradun,Uttarakhand,2023,254536,30232,58,41,34.81,55.71,549,9.13,31.87,10.47,12.86
Bhavnagar,Gujarat,2020,587063,5650,18,49,28.08,46.9,34,89.66,19.63,2.26,86.17
Shillong,Meghalaya,2021,243704,30607,98,29,50.51,63.63,527,29.57,25.57,32.74,16.46
Cuttack,Odisha,2023,803335,1462,18,34,31.8,72.67,20,42.65,61.54,8.16,8.78
Puducherry,Puducherry,2021,147645,43000,18,24,30.02,84.65,14,38.75,86.35,30.88,29.35
Dehradun,Uttarakhand,2022,1285656,7987,69,5,38.23,76.47,769,81.61,1.89,73.59,20.84
Silchar,Assam,2022,1787023,45246,9,30,22.81,52.14,508,2.46,20.95,41.63,35.66
Warangal,Telangana,2023,132966,27777,56,23,41.02,84.21,852,93.45,30.34,78.19,76.59
Nellore,Andhra Pradesh,2021,1960371,2795,55,17,19.12,93.09,633,57.51,20.68,50.45,31.22
Durgapur,West Bengal,2022,954901,15187,64,5,21.61,62.29,466,52.34,92.15,81.21,82.52
Bilaspur,Chhattisgarh,2020,101515,31670,35,14,19.14,92.6,518,2.56,78.8,90.32,26.74
Hubli,Karnataka,2021,306555,32335,83,42,37.3,90.94,6,85.72,76.47,14.67,69.03
Kozhikode,Kerala,2025,1867708,19581,25,17,43.47,52.72,382,12.0,31.21,80.24,86.14
Amravati,Maharashtra,2022,1123577,49839,21,39,47.59,84.66,787,28.94,78.32,80.32,98.66
Thanjavur,Tamil Nadu,2025,1653091,44066,3,45,12.68,79.46,730,21.77,8.82,19.45,82.06
Puducherry,Puducherry,2024,1410624,8881,63,36,38.89,56.93,208,46.09,82.87,82.96,70.94
Bhavnagar,Gujarat,2023,271277,33214,61,31,17.1,56.73,627,11.26,40.78,88.64,4.72
Jalandhar,Punjab,2022,923857,43254,8,15,22.44,91.81,360,13.23,97.76,58.26,99.55
Port Blair,Andaman and Nicobar Islands,2024,928416,41505,62,15,27.86,58.93,97,16.75,46.26,3.33,12.19
Nellore,Andhra Pradesh,2025,708269,48474,54,2,13.67,76.47,567,53.01,46.8,41.07,81.76
Saharanpur,Uttar Pradesh,2021,1429785,35967,43,17,23.84,42.53,131,51.29,32.09,59.61,99.57
Madurai,Tamil Nadu,2024,1307955,47551,16,41,38.54,66.33,425,21.96,0.02,91.5,84.39
Kolhapur,Maharashtra,2021,1535062,45212,38,46,53.81,79.75,894,43.05,11.91,51.24,34.88
Shillong,Meghalaya,2022,1117375,10400,28,42,15.53,41.96,581,10.8,23.26,75.03,27.45
Port Blair,Andaman and Nicobar Islands,2024,570455,13329,54,13,46.95,77.76,188,50.89,86.14,86.6,0.99
Vellore,Tamil Nadu,2021,529763,42818,71,18,59.34,81.5,469,78.25,88.65,39.86,86.29
Thanjavur,Tamil Nadu,2024,1666541,38650,47,12,57.7,46.7,197,33.73,82.75,0.06,30.78
Port Blair,Andaman and Nicobar Islands,2020,825527,9599,47,7,19.36,70.56,950,22.39,36.33,43.86,97.75
Thanjavur,Tamil Nadu,2022,434248,35369,98,1,57.67,43.31,758,99.38,31.46,67.4,84.43
Kolhapur,Maharashtra,2022,705751,34678,19,44,11.04,81.85,896,82.13,54.46,7.79,95.54
Salem,Tamil Nadu,2024,1261140,42511,61,40,20.61,46.36,611,93.48,90.92,81.96,88.82
Itanagar,Arunachal Pradesh,2024,119782,2155,79,34,28.85,61.63,589,44.55,59.22,70.09,19.43
Dehradun,Uttarakhand,2024,1093931,34629,22,32,30.56,76.48,750,54.7,8.74,37.74,41.35
Kozhikode,Kerala,2021,1925228,29062,79,44,58.48,80.41,547,17.91,39.22,94.78,14.12
Udaipur,Rajasthan,2025,1254678,20175,78,29,27.13,74.52,854,63.33,45.03,53.11,74.57
Tumkur,Karnataka,2021,1151690,26502,1,14,43.57,90.95,9,14.85,59.65,81.44,38.21
Dehradun,Uttarakhand,2020,1814249,46270,42,12,40.05,78.28,526,75.93,71.27,19.32,47.13
Visakhapatnam,Andhra Pradesh,2023,974609,7366,13,15,19.97,62.68,511,69.0,31.61,5.57,60.98
Shillong,Meghalaya,2024,480069,4136,45,24,17.36,56.39,656,23.16,84.89,39.73,24.56
Nanded,Maharashtra,2020,381411,15696,17,48,39.08,79.31,340,54.67,88.45,55.4,53.46
Durgapur,West Bengal,2021,1017999,44755,45,18,20.06,88.96,156,33.88,95.21,73.79,59.74
Shillong,Meghalaya,2023,1343400,11468,79,27,33.25,52.48,530,8.71,48.74,69.14,26.18
Port Blair,Andaman and Nicobar Islands,2021,1318015,18100,3,2,55.86,70.45,928,43.09,31.22,72.51,79.63
Rajahmundry,Andhra Pradesh,2022,1889639,21811,7,46,47.08,84.28,188,74.48,44.6,2.0,6.25
Cuttack,Odisha,2021,1876839,3228,92,6,41.74,50.25,232,21.91,11.28,59.64,48.47
Agartala,Tripura,2023,1006814,3010,52,4,45.76,92.64,397,80.56,29.97,96.21,53.56
Amravati,Maharashtra,2025,1978625,26905,21,28,31.44,42.96,745,97.73,24.24,66.33,83.91
Visakhapatnam,Andhra Pradesh,2023,232371,39469,3,12,45.04,87.06,77,57.36,34.16,64.85,6.84
Moradabad,Uttar Pradesh,2025,1151665,33291,52,30,26.29,50.55,479,85.45,34.0,86.96,8.81
Kohima,Nagaland,2022,996068,39434,15,3,18.27,78.86,292,11.91,14.05,28.65,51.81
Hubli,Karnataka,2024,551448,27914,38,8,56.43,80.63,630,95.31,71.92,93.02,52.76
Imphal,Manipur,2021,496456,6665,17,17,49.59,84.64,768,56.44,60.06,16.63,37.97
Kolhapur,Maharashtra,2020,496419,2244,19,2,16.07,79.66,773,19.2,66.67,62.34,60.25
Warangal,Telangana,2021,1544359,16121,11,36,19.88,84.28,7,77.44,38.56,50.67,85.6
Gangtok,Sikkim,2024,1944053,20116,50,30,56.64,90.75,134,28.79,72.47,83.64,86.25
Kolhapur,Maharashtra,2023,794089,15734,62,6,37.64,80.74,919,32.46,67.28,33.73,17.96
Panipat,Haryana,2020,1983578,46097,56,28,15.31,86.06,815,11.42,25.54,82.8,37.8
Puducherry,Puducherry,2021,1959608,37706,23,34,30.12,63.37,342,11.8,4.52,43.79,84.4
Durgapur,West Bengal,2020,937860,23777,84,35,53.04,59.04,401,33.24,31.55,10.66,36.68
Ujjain,Madhya Pradesh,2023,534352,49290,66,26,53.25,73.04,807,51.72,84.82,68.52,29.0
Kozhikode,Kerala,2022,873429,22223,65,12,56.23,43.09,903,17.19,54.73,16.46,6.39
Guntur,Andhra Pradesh,2024,547746,2663,58,12,55.31,80.89,593,37.7,60.32,7.97,68.31
Rajahmundry,Andhra Pradesh,2021,768875,6159,23,40,47.31,84.11,782,87.98,64.87,89.92,62.35
Imphal,Manipur,2021,1149230,17143,7,40,30.12,56.39,142,18.4,75.65,47.42,22.58
Rajahmundry,Andhra Pradesh,2024,1366084,22356,91,39,20.45,47.17,143,34.19,98.58,83.86,80.86
Puducherry,Puducherry,2020,206379,30297,97,28,35.27,62.17,755,38.8,82.96,13.37,93.54
Aligarh,Uttar Pradesh,2021,1494028,2637,75,42,31.43,74.57,70,70.08,76.53,92.94,20.48
Bilaspur,Chhattisgarh,2025,1167406,8412,83,10,25.22,94.06,913,4.7,33.88,40.51,23.9
Saharanpur,Uttar Pradesh,2022,1148072,49724,53,18,47.04,69.84,632,32.62,75.62,39.38,60.82
Agartala,Tripura,2021,883566,27675,42,16,12.92,56.5,745,36.94,66.37,11.82,95.39
Nanded,Maharashtra,2022,390477,21673,39,26,39.89,76.56,149,7.75,28.23,58.53,25.64
Port Blair,Andaman and Nicobar Islands,2025,1452670,41886,40,48,31.04,67.61,727,46.69,35.97,53.62,71.74
Salem,Tamil Nadu,2023,1819759,46015,94,44,33.77,81.63,368,8.32,86.3,48.06,6.88
Kakinada,Andhra Pradesh,2023,1422846,23595,31,23,17.92,43.42,150,97.18,51.26,29.09,46.94
Aligarh,Uttar Pradesh,2022,1026109,15761,78,36,24.89,82.9,364,20.14,0.95,7.53,37.59
Visakhapatnam,Andhra Pradesh,2024,1414870,45833,96,42,26.46,42.89,889,46.04,70.97,98.37,5.02
Hubli,Karnataka,2020,1138939,17264,78,21,48.29,44.36,144,77.45,13.44,46.77,60.59
Rohtak,Haryana,2022,1178846,10386,50,33,15.6,73.52,445,43.28,53.55,47.7,38.92
Jalandhar,Punjab,2020,1727008,13382,58,27,40.75,90.98,823,93.1,5.05,54.73,89.04
Madurai,Tamil Nadu,2024,1129649,14254,70,29,51.18,79.0,236,5.5,57.85,8.26,15.45
Agartala,Tripura,2025,1922700,14390,84,44,14.35,56.68,950,71.29,39.29,25.87,34.72
